title,product_type,variants,description,product link
Axis,Hardside Luggage,Purple / Small - ₹2699.00,"Lightweight, durable 20"" cabin luggage (55cm) with spinner wheels, number lock, and spacious compartments.",https://tinyurl.com/2c6xf6pf
Axis,Luggage Sets,Teal / Small-Medium-Large - ₹8999.00,"Lightweight, durable 3-piece hard-side luggage set (55, 65, 75cm) with spinner wheels, number lock, and spacious compartments.",https://tinyurl.com/2brzxv8g
Axis,Hardside Luggage,Orange / Small - ₹2999.00,"Lightweight, durable 20"" cabin luggage (55cm) with spinner wheels, number lock, and spacious compartments.",https://tinyurl.com/29b7qjqd
Axis,Luggage Sets,Orange / Medium-Large - ₹6299.00,"Lightweight, durable 2-piece hard-side luggage (65cm/75cm) with number lock, spinner wheels, and telescopic handle.",https://tinyurl.com/24sp7utk
Axis,Hardside Luggage,Blue / Small - ₹2699.00,"Lightweight, durable 20"" cabin luggage (55cm) with spinner wheels, number lock, and spacious compartments.",https://tinyurl.com/263ubk45
Axis,Hardside Luggage,Orange / Medium - ₹3299.00,"Lightweight, durable 24-inch (65cm) checked luggage (5-7 days).  Number lock, spinner wheels, and spacious compartments.",https://tinyurl.com/22rta74w
Axis,Hardside Luggage,Orange / Large - ₹2999.00,"Durable, lightweight 28"" hard-side luggage (75cm) with spinner wheels, number lock, and spacious compartments.",https://tinyurl.com/24yarg2j
Axis,Luggage Sets,Orange / Small-Medium-Large - ₹8999.00,"Lightweight, durable 3-piece hard-side luggage set (55, 65, 75cm) with spinner wheels, number lock, and spacious compartments.",https://tinyurl.com/26923rxw
Axis,Hardside Luggage,Blue / Medium - ₹3299.00,"Lightweight, durable 24-inch (65cm) checked luggage, secure number lock, smooth spinner wheels, and spacious compartments for 5-7 day trips.",https://tinyurl.com/2xk5xt6j
Axis,Hardside Luggage,Blue / Large - ₹3499.00,"Durable, lightweight 28"" hard-side luggage (75cm) with spinner wheels, number lock, and spacious compartments.",https://tinyurl.com/259fv5a4
Axis,Hardside Luggage,Grey / Small - ₹2699.00,"Lightweight, durable 20"" cabin luggage (55cm) with spinner wheels, number lock, and spacious compartments.",https://tinyurl.com/28rdhnbc
Axis,Luggage Sets,Blue / Medium-Large - ₹6299.00,"Lightweight, durable 2-piece hard-side luggage (65cm/75cm) with number lock, spinner wheels, and telescopic handle.",https://tinyurl.com/24fyhng3
Axis,Hardside Luggage,Grey / Large - ₹3499.00,"Durable, lightweight 28"" hard-side luggage (75cm) with spinner wheels, number lock, and spacious compartments.",https://tinyurl.com/2ab4jd2k
Axis,Hardside Luggage,Grey / Medium - ₹3299.00,"Lightweight, durable 24-inch (65cm) checked luggage with spinner wheels, number lock, and spacious compartments for 5-7 day trips.",https://tinyurl.com/22jkwb6l
Axis,Luggage Sets,Grey / Small-Medium-Large - ₹8999.00,"Lightweight, durable 3-piece hard-side luggage set (55, 65, 75cm) with spinner wheels, number lock, and spacious compartments.",https://tinyurl.com/27k3no8q
Axis,Luggage Sets,Grey / Small-Medium - ₹5999.00,"Lightweight, durable 2-piece hard-side luggage set (55cm/65cm) with spinner wheels, number lock, and multiple handles.",https://tinyurl.com/2b9x5lgh
Axis,Hardside Luggage,Purple / Large - ₹3999.00,"Durable, lightweight 28"" hard-side luggage (75cm) with spinner wheels, number lock, and spacious compartments.",https://tinyurl.com/26t3g3yl
Berlin,Softside Luggage,Teal / Small - ₹3949.00,"Gucci nylon carry-on, 20"" soft-sided, stylish, durable, expandable, with USB, spinner wheels, and lock.",https://tinyurl.com/2bb4ttsv
Berlin,Softside Luggage,Purple / Large - ₹5199.00,"Large Gucci nylon cabin luggage (28"") for weekend trips, durable, expandable, and secure.",https://tinyurl.com/2y8twzh6
Block,Luggage Cover,Medium - ₹849.00,"Eco-friendly, recycled luggage covers protect 22-24"" suitcases from dirt & damage.  Durable, stretchy, & stylish.",https://tinyurl.com/2ce58c6m
Berlin,Softside Luggage,Teal / Large - ₹5199.00,"Large Gucci nylon cabin luggage (28"") for weekend trips or international travel.  Durable, stylish, expandable, and secure.",https://tinyurl.com/2cvo989z
Axis,Luggage Sets,Purple / Medium-Large - ₹6499.00,"Lightweight, durable 2-piece hard-side luggage (65cm/75cm) with number lock, spinner wheels, and telescopic handle.",https://tinyurl.com/25qveast
Axis,Luggage Sets,Purple / Small-Medium-Large - ₹8999.00,"Durable, lightweight 3-piece hard-side luggage set (55, 65, 75cm) with spinner wheels, number lock, and spacious compartments.",https://tinyurl.com/26cqtp67
Basel,Softside Luggage,Default Title - ₹2299.00,"Stylish, premium messenger bag for business travelers.  Fits 16"" laptop.  2-year warranty.",https://tinyurl.com/226pzqv3
Basketball,Backpack,Blue - ₹1499.00,"Durable polyester backpack with basketball print, padded straps, laptop compartment, and organized interior.  6-month warranty.",https://tinyurl.com/23cbqcno
Basketball,Backpack,Cyan Green - ₹1499.00,"Durable polyester backpack with basketball print, padded straps, laptop compartment, and organized interior.  6-month warranty.",https://tinyurl.com/242goapu
Basketball,Backpack,Purple - ₹1499.00,"Durable polyester backpack with basketball print, padded straps, laptop compartment, and organized interior.  6-month warranty.",https://tinyurl.com/29udt5m3
Berlin,Softside Luggage,Brown / Large - ₹5199.00,"Large Gucci nylon cabin luggage (28"") for weekend trips, durable, expandable, and secure.",https://tinyurl.com/2xwforsh
Berlin,Softside Luggage,Purple / Small - ₹3949.00,"Gucci nylon carry-on, 20"" soft-sided, stylish, durable, expandable, with USB, spinner wheels, and lock.",https://tinyurl.com/279r6af5
Berlin,Softside Luggage,Black / Medium - ₹4599.00,"Stylish, durable 24"" soft-sided luggage (M) for weekend trips or carry-on, with expandability and multiple handles.",https://tinyurl.com/2yw4kmdj
Berlin,Luggage Set,Purple / Medium-Large - ₹9699.00,"Lightweight, 2-toned polyester luggage set (65cm/75cm). Durable, expandable, with telescopic handle.",https://tinyurl.com/25ccedad
Berlin,Luggage Set,Purple / Small-Medium - ₹8499.00,"Lightweight, 2-toned polyester luggage set (55cm/65cm).  Durable, stylish, expandable, with multiple handles & pockets.",https://tinyurl.com/2am9dhy7
Blossom,Luggage Cover,Large - ₹899.00,"Eco-friendly, recycled luggage covers protect 26-28"" bags from dirt & scratches.  Durable, stretchy, & attractive designs.",https://tinyurl.com/24j7fgnr
Berlin,Softside Luggage,Purple / Medium - ₹4599.00,"Stylish, durable 24"" soft-sided luggage (M) for weekend trips or carry-on, with expander and multiple handles.",https://tinyurl.com/27qw2bfz
Blue cells,Luggage Cover,Medium - ₹849.00,"Eco-friendly, recycled luggage covers protect 22-24"" bags from dirt & damage.  Durable, stretchy, & stylish.",https://tinyurl.com/24cxm78q
Black,Luggage Cover,Small - ₹799.00,"Eco-friendly, recycled luggage covers protect 18-20"" suitcases from dirt & damage.  Durable, stretchy, & attractive designs.",https://tinyurl.com/2c254z33
Block,Luggage Cover,Small - ₹799.00,"Eco-friendly, recycled luggage covers protect 18-20"" suitcases from dirt & damage.  Durable, stretchy, & stylish.",https://tinyurl.com/2bej2nfr
Block,Luggage Cover,Large - ₹899.00,"Eco-friendly, recycled luggage covers protect 26-28"" suitcases from dirt & damage.  Durable, stretchy, & stylish.",https://tinyurl.com/2bxscg2a
Blue cells,Luggage Cover Sets,Medium-Large - ₹1699.00,"Eco-friendly, recycled luggage covers protect 18-24"" suitcases from dirt & damage.  Durable, stretchy, & attractive designs.",https://tinyurl.com/227nzmu9
Boom,Luggage Cover sets,Large - ₹899.00,"Eco-friendly, recycled luggage covers protect 26-28"" bags from dirt & scratches.  Durable, stretchy, & stylish.",https://tinyurl.com/2ahzq56t
Blossom,Luggage Cover,Small - ₹799.00,"Eco-friendly, recycled luggage covers protect 18-20"" suitcases from dirt & scratches.  Durable, stretchy, & stylish.",https://tinyurl.com/2ym6hus7
Block,Luggage Cover Sets,Medium-Large - ₹1699.00,"Eco-friendly, recycled luggage covers protect 18-24"" suitcases from dirt & damage.  Durable, stretchy, & attractive designs.",https://tinyurl.com/28frzoa9
Blossom,Luggage Cover,Medium - ₹849.00,"Eco-friendly, recycled luggage covers protect 22-24"" suitcases from dirt & damage.  Durable, stretchy, & stylish.",https://tinyurl.com/29546w7g
Boston,Hardside Luggage,Grey / Large - ₹3999.00,"Large, 28"" hard-shell suitcase (20kg) with spinner wheels,  interior organization, and 3-year warranty.",https://tinyurl.com/27fd3cef
Blue cells,Luggage Cover,Large - ₹899.00,"Eco-friendly, recycled luggage covers protect 26-28"" bags from dirt & scratches.  Durable, stretchy, & attractive designs.",https://tinyurl.com/2bnj5j2x
Blue cells,Luggage Cover Sets,Small-Medium-Large - ₹2399.00,"Eco-friendly, recycled luggage covers protect 18-28"" suitcases from dirt & scratches.  Durable, stretchy, & stylish.",https://tinyurl.com/2a7q3p9v
Boston,Luggage Sets,Grey / Small-Medium-Large - ₹9999.00,"Hard-sided 3-piece luggage set (20"", 24"", 28"") for travel, durable, lightweight, and easy to maneuver.",https://tinyurl.com/2dn5loj6
Blue cells,Luggage Cover,Small - ₹799.00,"Eco-friendly, recycled luggage covers protect 18-20"" suitcases from dirt & scratches.  Durable, stretchy, & stylish.",https://tinyurl.com/2y6p8a4p
Boom,Luggage Cover sets,Small - ₹799.00,"Eco-friendly, recycled luggage covers protect 18-20"" suitcases from dirt & damage.  Durable, stretchy, & stylish.",https://tinyurl.com/2a3s2uqc
Blue cells,Luggage Cover Sets,Small-Medium - ₹1499.00,"Eco-friendly, recycled luggage covers protect 22-28"" suitcases from dirt & damage.  Durable, stretchy, & attractive designs.",https://tinyurl.com/2bmqjyo8
Boom,Luggage Cover sets,Medium - ₹849.00,"Eco-friendly, recycled luggage covers protect 22-24"" suitcases from dirt & damage.  Durable, stretchy, & stylish.",https://tinyurl.com/26nhjy2b
Boston,Hardside Luggage,Orange / Medium - ₹3349.00,"24"" hard-shell suitcase (5-7 days), 15kg capacity, spinner wheels, 3-year warranty.",https://tinyurl.com/2djofuwa
Boom,Luggage Cover sets,Small-Medium-Large - ₹2399.00,"Eco-friendly, recycled luggage covers protect 18-28"" suitcases from dirt & damage.  Durable, stretchy, & stylish.",https://tinyurl.com/2yupfvbu
Boom,Luggage Cover sets,Medium-Large - ₹1699.00,"Eco-friendly, recycled luggage covers protect 18-24"" suitcases from dirt & damage.  Durable, stretchy, & attractive designs.",https://tinyurl.com/26ccou3o
Boston,Hardside Luggage,Black / Small - ₹2799.00,"20"" carry-on, hard-shell, 8kg capacity, spinner wheels, 3-year warranty.",https://tinyurl.com/25vmymn7
Boston,Hardside Luggage,Black / Medium - ₹3349.00,"24"" hard-shell suitcase (5-7 days), 15kg capacity, spinner wheels, 3-year warranty.",https://tinyurl.com/25s7st3b
Boston,Hardside Luggage,Black / Large - ₹3899.00,"Large, 28"" hard-shell suitcase (20kg) with spinner wheels,  interior organization, and 3-year warranty.",https://tinyurl.com/2ytu686v
Boston,Luggage Sets,Black / Small-Medium-Large - ₹9799.00,"3-piece hard-sided luggage set (20"", 24"", 28"") for travel, durable, easy maneuverability, 3-year warranty.",https://tinyurl.com/24p7hdpk
Boston,Hardside Luggage,Grey / Small - ₹2799.00,"20"" carry-on, 8kg capacity, hard-shell, spinner wheels, secure organization, 3-year warranty.",https://tinyurl.com/23t2hzll
Boom,Luggage Cover sets,Small-Medium - ₹1499.00,"Eco-friendly, recycled luggage covers protect 22-28"" suitcases from dirt & damage.  Durable, stretchy, & attractive designs.",https://tinyurl.com/2xp68cj9
Boston,Hardside Luggage,Orange / Small - ₹2799.00,"20"" carry-on, hard-shell, 8kg capacity, spinner wheels, 3-year warranty.",https://tinyurl.com/27ymd5xv
Boston,Luggage Sets,Orange / Small-Medium - ₹5999.00,"2-piece hard-sided luggage set (20"", 24"") for 5-7 day trips, durable, easy-rolling, organized, 3-year warranty.",https://tinyurl.com/2cwqlcfp
Boston,Hardside Luggage,Orange / Large - ₹3899.00,"Large, 28"" hard-shell suitcase (20kg) with spinner wheels,  interior organization, and 3-year warranty.",https://tinyurl.com/2cj2v528
Boston,Luggage Sets,Pink / Small-Medium-Large - ₹9999.00,"3-piece hard-sided luggage set (20"", 24"", 28"") for travel, durable, easy maneuverability, 3-year warranty.",https://tinyurl.com/256jeu9s
Boston,Luggage Sets,Green / Medium-Large - ₹6999.00,"Durable 2-piece hard-sided luggage set (24"", 28"") for extended trips, up to 20kg.  3-year shell, 1-year accessory warranty.",https://tinyurl.com/24wo3a33
Boston,Luggage Sets,Orange / Small-Medium-Large - ₹9799.00,"Hard-sided 3-piece luggage set (20"", 24"", 28"") for travel, durable, organized, and easy to maneuver.",https://tinyurl.com/22jsyp7t
Boston,Luggage Sets,Orange / Medium-Large - ₹6999.00,"Durable 2-piece hard-sided luggage set (24"", 28"") for extended trips, up to 20kg.  3-year shell, 1-year accessory warranty.",https://tinyurl.com/27jfgf52
Boston,Hardside Luggage,Teal / Small - ₹2999.00,"20"" carry-on, 8kg capacity, hard shell, spinner wheels, secure interior, 3-year warranty.",https://tinyurl.com/27t3qjrw
Boston,Hardside Luggage,Teal / Large - ₹3899.00,"Large, 28"" hard-shell suitcase (20kg) with spinner wheels,  interior organization, and 3-year warranty.",https://tinyurl.com/253593mw
Boston,Luggage Sets,Teal / Medium-Large - ₹6999.00,"Durable 2-piece hard-sided luggage set (24"", 28"") for extended trips, up to 20kg.  3-year shell, 1-year accessory warranty.",https://tinyurl.com/25noava8
Boston,Luggage Sets,Teal / Small-Medium-Large - ₹9999.00,"3-piece hard-sided luggage set (20"", 24"", 28"") for travel, durable, easy maneuverability, 3-year warranty.",https://tinyurl.com/29yfvojc
Boston,Luggage Sets,Teal / Small-Medium - ₹5999.00,"2-piece hard-sided luggage set (20"", 24"") for 5-7 day trips, durable, easy-rolling, with secure organization.",https://tinyurl.com/27ck4rva
Boston,Hardside Luggage,Green / Large - ₹3899.00,"Large, 28"" hard-shell suitcase (20kg) with spinner wheels,  interior organization, and 3-year warranty.",https://tinyurl.com/2xrz2ywv
Boston,Hardside Luggage,Green / Small - ₹2799.00,"20"" carry-on, 8kg capacity, hard shell, spinner wheels, secure organization, 3-year warranty.",https://tinyurl.com/2xkmneq6
Boston,Hardside Luggage,Green / Medium - ₹3349.00,"24"" hard-shell suitcase (5-7 days), 15kg capacity, spinner wheels, 3-year warranty.",https://tinyurl.com/2c4oxlzx
Boston,Luggage Sets,Green / Small-Medium - ₹5999.00,"2-piece hard-sided luggage set (20"", 24"") for 5-7 day trips, durable, easy-rolling, organized interior.",https://tinyurl.com/2cmh3vm4
Boston,Hardside Luggage,Yellow / Large - ₹3899.00,"Large, 28"" hard-shell suitcase (20kg) with spinner wheels,  interior organization, and 3-year warranty.",https://tinyurl.com/26sf8quu
Boston,Luggage Sets,Green / Small-Medium-Large - ₹9999.00,"Hard-sided 3-piece luggage set (20"", 24"", 28"") for travel, durable, organized, and easy to maneuver.",https://tinyurl.com/26dxw67f
Boston,Hardside Luggage,Pink / Medium - ₹3499.00,"24"" hard-shell suitcase (5-7 days), 15kg capacity, spinner wheels, 3-year warranty.",https://tinyurl.com/222n5o7g
Boston,Hardside Luggage,Yellow / Small - ₹2799.00,"20"" carry-on, hard-shell, 8kg capacity, spinner wheels, 3-year warranty.",https://tinyurl.com/24vxgtq5
Boston,Luggage Sets,Purple / Small-Medium - ₹6149.00,"2-piece hard-sided luggage set (20"", 24"") for 5-7 day trips, durable, easy-rolling, secure.",https://tinyurl.com/27myczjw
Boston,Hardside Luggage,Pink / Small - ₹2999.00,"20"" carry-on, hard-shell, 8kg capacity, spinner wheels, 3-year warranty.",https://tinyurl.com/22u4j6yh
Botany,Backpack,Yellow - ₹1699.00,"Durable, spacious (39L) backpack with laptop compartment, adjustable straps, rain cover, and 12-month warranty.",https://tinyurl.com/2awqxbt3
Boston,Hardside Luggage,Yellow / Medium - ₹3349.00,"24"" hard-shell suitcase (5-7 days), 15kg capacity, spinner wheels, 3-year warranty.",https://tinyurl.com/2btq9u5y
Botany,Backpack,Blue - ₹1699.00,"Durable, spacious (39L) backpack with laptop compartment, adjustable straps, rain cover, and 12-month warranty.",https://tinyurl.com/224dp4he
Botany,Backpack,Dark Green - ₹1699.00,"Durable, spacious (39L) backpack with laptop compartment, adjustable straps, rain cover, and 12-month warranty.",https://tinyurl.com/24vsqjv4
Boston,Luggage Sets,Yellow / Small-Medium - ₹5999.00,"Hard-sided 2-piece luggage set (20"", 24"") for 5-7 day trips.  Durable, easy-rolling, organized, with a 3-year warranty.",https://tinyurl.com/294u4z68
Boston,Luggage Sets,Yellow / Small-Medium-Large - ₹9799.00,"Hard-sided 3-piece luggage set (20"", 24"", 28"") for travel, durable, easy maneuverability, and organized interior.",https://tinyurl.com/2bqc43z5
Boston,Hardside Luggage,Purple / Small - ₹2799.00,"20"" carry-on, hard-shell, 8kg capacity, spinner wheels, 3-year warranty.",https://tinyurl.com/285avtfd
